Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Country,Continent,Automatic / Manual,A/M digital
lincoln,corsair awd,suv - small,2.3,4.0,as8,X,11.1,8.2,9.8,29.0,230.0,usa,america,A,1
lincoln,mkt livery,special purpose vehicle,2.0,4.0,as6,X,11.5,8.4,10.1,28.0,232.0,usa,america,A,1
lincoln,mkt livery,special purpose vehicle,2.0,4.0,as6,X,11.5,8.5,10.2,28.0,235.0,usa,america,A,1
lincoln,mkz awd,mid-size,2.0,4.0,as6,X,11.8,8.4,10.2,28.0,239.0,usa,america,A,1
lincoln,mkz awd,mid-size,2.0,4.0,as6,X,11.8,8.4,10.3,27.0,242.0,usa,america,A,1
lincoln,mkz awd,mid-size,2.0,4.0,as6,X,12.1,8.4,10.4,27.0,245.0,usa,america,A,1
lincoln,nautilus,suv - small,2.0,4.0,as8,X,12.0,9.6,10.7,26.0,250.0,usa,america,A,1
lincoln,nautilus awd,suv - small,2.0,4.0,as8,X,12.0,9.6,10.7,26.0,250.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.0,4.0,as6,X,12.4,9.0,10.9,26.0,251.0,usa,america,A,1
lincoln,mkc awd (start/stop),suv - small,2.0,4.0,as6,X,12.1,9.3,10.8,26.0,254.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.0,4.0,as6,X,12.3,9.3,10.9,26.0,256.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.0,4.0,as6,X,12.4,9.0,10.9,26.0,256.0,usa,america,A,1
lincoln,mkc awd (start/stop),suv - small,2.0,4.0,as6,X,12.2,9.3,10.9,26.0,256.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.0,4.0,as6,X,12.3,9.3,11.0,26.0,257.0,usa,america,A,1
lincoln,mkz,mid-size,3.7,6.0,as6,X,12.8,8.7,10.9,26.0,257.0,usa,america,A,1
lincoln,nautilus awd,suv - small,2.7,6.0,as8,X,12.5,9.2,11.0,26.0,258.0,usa,america,A,1
lincoln,mks awd,full-size,3.7,6.0,as6,X,13.1,9.0,11.2,25.0,258.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.3,4.0,as6,X,12.9,9.2,11.2,25.0,258.0,usa,america,A,1
lincoln,nautilus,suv - small,2.7,6.0,as8,X,12.6,9.2,11.0,26.0,259.0,usa,america,A,1
lincoln,mks awd,full-size,3.7,6.0,as6,X,13.1,9.0,11.3,25.0,260.0,usa,america,A,1
lincoln,mkz awd,mid-size,3.7,6.0,as6,X,13.1,9.2,11.3,25.0,260.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.3,4.0,as6,X,12.8,9.1,11.1,25.0,261.0,usa,america,A,1
lincoln,mkz awd,mid-size,3.7,6.0,as6,X,13.1,9.3,11.4,25.0,262.0,usa,america,A,1
lincoln,mkz,mid-size,3.0,6.0,as6,X,13.4,8.7,11.2,25.0,264.0,usa,america,A,1
lincoln,mkt livery,special purpose vehicle,2.0,4.0,as6,X,13.1,9.4,11.4,25.0,268.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.3,4.0,as6,X,13.1,9.4,11.4,25.0,268.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.3,4.0,as6,X,13.1,9.4,11.5,25.0,269.0,usa,america,A,1
lincoln,mkc awd,suv - small,2.3,4.0,as6,X,13.1,9.5,11.5,25.0,270.0,usa,america,A,1
lincoln,mks awd,full-size,3.5,6.0,as6,X,13.7,9.4,11.8,24.0,271.0,usa,america,A,1
lincoln,mks awd,full-size,3.5,6.0,as6,X,13.9,9.5,11.9,24.0,274.0,usa,america,A,1
lincoln,mkx awd,suv - small,3.7,6.0,as6,X,13.7,10.3,12.1,23.0,278.0,usa,america,A,1
lincoln,mkz awd,mid-size,3.0,6.0,as6,X,14.0,9.2,11.8,24.0,278.0,usa,america,A,1
lincoln,mkz awd,mid-size,3.7,6.0,as6,X,13.8,9.7,11.9,24.0,279.0,usa,america,A,1
lincoln,continental awd,full-size,2.7,6.0,as6,X,14.0,9.4,12.0,24.0,280.0,usa,america,A,1
lincoln,aviator,suv - standard,3.0,6.0,as10,X,13.7,9.7,11.9,24.0,280.0,usa,america,A,1
lincoln,mkt livery awd,special purpose vehicle,3.7,6.0,a6,X,14.1,10.0,12.2,23.0,281.0,usa,america,A,1
lincoln,mkt livery awd,special purpose vehicle,3.7,6.0,a6,X,14.0,9.9,12.2,23.0,281.0,usa,america,A,1
lincoln,continental awd,full-size,2.7,6.0,as6,X,14.0,9.4,12.0,24.0,281.0,usa,america,A,1
lincoln,mkx awd,suv - small,3.7,6.0,as6,X,13.7,10.4,12.2,23.0,281.0,usa,america,A,1
lincoln,continental awd,full-size,2.7,6.0,as6,X,14.0,9.5,12.0,24.0,281.0,usa,america,A,1
lincoln,mkx awd,suv - small,2.7,6.0,as6,X,14.1,9.7,12.1,23.0,283.0,usa,america,A,1
lincoln,mkx awd,suv - small,2.7,6.0,as6,X,14.1,9.8,12.1,23.0,284.0,usa,america,A,1
lincoln,mks awd,full-size,3.7,6.0,as6,X,14.2,9.8,12.2,23.0,287.0,usa,america,A,1
lincoln,continental awd,full-size,3.7,6.0,as6,X,14.3,9.7,12.2,23.0,287.0,usa,america,A,1
lincoln,continental awd,full-size,3.0,6.0,as6,X,14.4,9.7,12.3,23.0,288.0,usa,america,A,1
lincoln,continental awd,full-size,3.0,6.0,as6,X,14.5,9.8,12.3,23.0,289.0,usa,america,A,1
lincoln,continental awd,full-size,3.0,6.0,as6,X,14.5,9.8,12.3,23.0,290.0,usa,america,A,1
lincoln,mkx awd,suv - small,3.7,6.0,as6,X,14.4,10.3,12.5,23.0,293.0,usa,america,A,1
lincoln,mks awd,full-size,3.5,6.0,as6,X,14.7,9.8,12.5,23.0,293.0,usa,america,A,1
lincoln,mkx awd,suv - small,3.7,6.0,as6,X,14.3,10.3,12.5,23.0,293.0,usa,america,A,1
lincoln,mkt awd,suv - standard,3.5,6.0,as6,X,14.8,10.4,12.8,22.0,294.0,usa,america,A,1
lincoln,mkt awd,suv - standard,3.5,6.0,as6,X,14.6,10.4,12.8,22.0,294.0,usa,america,A,1
lincoln,mkt livery awd,special purpose vehicle,3.7,6.0,a6,X,14.7,10.3,12.7,22.0,297.0,usa,america,A,1
lincoln,mkt livery awd,special purpose vehicle,3.7,6.0,a6,X,14.7,10.2,12.7,22.0,298.0,usa,america,A,1
lincoln,navigator 4x4,suv - standard,3.5,6.0,as10,X,14.9,11.3,13.3,21.0,310.0,usa,america,A,1
lincoln,navigator 4x4,suv - standard,3.5,6.0,as10,X,15.0,11.4,13.4,21.0,314.0,usa,america,A,1
lincoln,navigator 4x4,suv - standard,3.5,6.0,as10,X,15.0,11.5,13.4,21.0,315.0,usa,america,A,1
lincoln,mkt awd,suv - standard,3.5,6.0,as6,X,15.7,11.2,13.7,21.0,321.0,usa,america,A,1
lincoln,mkt awd,suv - standard,3.5,6.0,as6,X,15.7,11.2,13.7,21.0,322.0,usa,america,A,1
lincoln,navigator 4x4,suv - standard,3.5,6.0,as6,X,16.2,11.8,14.2,20.0,327.0,usa,america,A,1
lincoln,navigator l 4x4,suv - standard,3.5,6.0,as6,X,16.1,12.3,14.4,20.0,331.0,usa,america,A,1
lincoln,navigator 4x4,suv - standard,3.5,6.0,as6,X,15.9,12.0,14.2,20.0,333.0,usa,america,A,1
lincoln,navigator 4x4,suv - standard,3.5,6.0,as6,X,16.2,11.9,14.3,20.0,334.0,usa,america,A,1
lincoln,navigator l 4x4,suv - standard,3.5,6.0,as6,X,16.1,12.4,14.5,19.0,339.0,usa,america,A,1
lincoln,navigator l 4x4,suv - standard,3.5,6.0,as6,X,16.1,12.4,14.4,20.0,339.0,usa,america,A,1
lincoln,navigator 4x4 ffv,suv - standard,5.4,8.0,a6,E,24.5,18.0,21.6,13.0,346.0,usa,america,A,1
lincoln,navigator 4x4 ffv,suv - standard,5.4,8.0,a6,X,18.2,13.3,16.0,18.0,368.0,usa,america,A,1
maserati,ghibli,mid-size,3.0,6.0,as8,Z,14.1,9.8,12.4,23.0,286.0,italy,europe,A,1
maserati,ghibli,mid-size,3.0,6.0,as8,Z,14.1,9.8,12.2,23.0,286.0,italy,europe,A,1
maserati,ghibli s,mid-size,3.0,6.0,as8,Z,14.1,9.8,12.2,23.0,286.0,italy,europe,A,1
maserati,quattroporte s,full-size,3.0,6.0,as8,Z,14.1,9.8,12.2,23.0,286.0,italy,europe,A,1
maserati,ghibli awd,mid-size,3.0,6.0,as8,Z,15.2,9.6,12.7,22.0,292.0,italy,europe,A,1
maserati,ghibli,mid-size,3.0,6.0,as8,Z,15.2,9.6,12.7,22.0,292.0,italy,europe,A,1
maserati,ghibli s,mid-size,3.0,6.0,as8,Z,14.5,10.0,12.4,23.0,293.0,italy,europe,A,1
maserati,ghibli s,mid-size,3.0,6.0,as8,Z,14.5,10.0,12.5,23.0,293.0,italy,europe,A,1
maserati,ghibli s,mid-size,3.0,6.0,as8,Z,14.7,10.0,12.4,23.0,293.0,italy,europe,A,1
maserati,ghibli awd,mid-size,3.0,6.0,as8,Z,15.6,9.5,12.8,22.0,294.0,italy,europe,A,1
maserati,ghibli sq4,mid-size,3.0,6.0,as8,Z,15.0,10.0,12.6,22.0,295.0,italy,europe,A,1
maserati,ghibli s q4,mid-size,3.0,6.0,as8,Z,14.7,9.9,12.6,22.0,295.0,italy,europe,A,1
maserati,ghibli s,mid-size,3.0,6.0,as8,Z,14.7,9.9,12.6,22.0,295.0,italy,europe,A,1
maserati,ghibli sq4,mid-size,3.0,6.0,as8,Z,14.7,9.9,12.6,22.0,295.0,italy,europe,A,1
maserati,quattroporte sq4,full-size,3.0,6.0,as8,Z,15.7,9.7,13.0,22.0,299.0,italy,europe,A,1
maserati,quattroporte s,full-size,3.0,6.0,as8,Z,15.1,10.3,12.8,22.0,299.0,italy,europe,A,1
maserati,quattroporte s,full-size,3.0,6.0,as8,Z,14.9,10.3,13.1,22.0,300.0,italy,europe,A,1
maserati,quattroporte s,full-size,3.0,6.0,as8,Z,14.9,10.3,12.8,22.0,300.0,italy,europe,A,1
maserati,quattroporte s,full-size,3.0,6.0,as8,Z,15.2,10.2,12.9,22.0,300.0,italy,europe,A,1
maserati,quattroporte sq4,full-size,3.0,6.0,as8,Z,15.0,10.3,13.1,22.0,301.0,italy,europe,A,1
maserati,quattroporte s q4,full-size,3.0,6.0,as8,Z,15.0,10.3,12.8,22.0,301.0,italy,europe,A,1
maserati,quattroporte sq4,full-size,3.0,6.0,as8,Z,15.9,9.7,13.1,22.0,301.0,italy,europe,A,1
maserati,quattroporte sq4,full-size,3.0,6.0,as8,Z,15.0,10.3,12.8,22.0,301.0,italy,europe,A,1
maserati,quattroporte sq4,full-size,3.0,6.0,as8,Z,15.1,10.2,12.9,22.0,302.0,italy,europe,A,1
maserati,quattroporte gts,full-size,3.8,8.0,as8,Z,16.1,10.8,13.8,20.0,321.0,italy,europe,A,1
maserati,quattroporte gts,full-size,3.8,8.0,as8,Z,16.0,10.8,13.7,21.0,321.0,italy,europe,A,1
maserati,quattroporte gts,full-size,3.8,8.0,as8,Z,16.1,10.8,13.7,21.0,321.0,italy,europe,A,1
maserati,quattroporte gts,full-size,3.8,8.0,as8,Z,16.2,11.0,14.0,20.0,322.0,italy,europe,A,1
maserati,levante,suv - standard,3.0,6.0,as8,Z,15.9,11.1,13.7,21.0,324.0,italy,europe,A,1
maserati,levante s,suv - standard,3.0,6.0,as8,Z,15.9,11.1,13.7,21.0,324.0,italy,europe,A,1
maserati,levante s,suv - standard,3.0,6.0,as8,Z,16.1,11.4,14.0,20.0,330.0,italy,europe,A,1
maserati,quattroporte gts,full-size,3.8,8.0,as8,Z,17.6,10.7,14.5,19.0,334.0,italy,europe,A,1
maserati,quattroporte gts,full-size,3.8,8.0,as8,Z,17.5,10.7,14.5,19.0,334.0,italy,europe,A,1
maserati,levante,suv - standard,3.0,6.0,as8,Z,16.4,11.9,14.4,20.0,340.0,italy,europe,A,1
maserati,levante,suv - standard,3.0,6.0,as8,Z,16.8,11.9,14.7,19.0,340.0,italy,europe,A,1
maserati,levante s,suv - standard,3.0,6.0,as8,Z,16.6,12.2,14.7,19.0,346.0,italy,europe,A,1
maserati,levante s,suv - standard,3.0,6.0,as8,Z,16.8,12.4,14.7,19.0,346.0,italy,europe,A,1
maserati,granturismo,subcompact,4.7,8.0,as6,Z,18.2,11.4,15.1,19.0,347.0,italy,europe,A,1
maserati,granturismo convertible,subcompact,4.7,8.0,as6,Z,18.2,11.6,15.2,19.0,350.0,italy,europe,A,1
maserati,granturismo convertible,subcompact,4.7,8.0,as6,Z,18.2,11.7,15.3,18.0,352.0,italy,europe,A,1
maserati,granturismo convertible,subcompact,4.7,8.0,as6,Z,17.8,11.6,15.0,19.0,354.0,italy,europe,A,1
maserati,granturismo,subcompact,4.7,8.0,as6,Z,18.2,11.4,15.1,19.0,355.0,italy,europe,A,1
maserati,granturismo,subcompact,4.7,8.0,as6,Z,18.2,11.4,15.1,19.0,357.0,italy,europe,A,1
maserati,granturismo convertible,subcompact,4.7,8.0,as6,Z,18.2,11.6,15.2,19.0,358.0,italy,europe,A,1
maserati,levante trofeo,suv - standard,3.8,8.0,as8,Z,17.3,12.9,15.3,18.0,360.0,italy,europe,A,1
maserati,granturismo convertible,subcompact,4.7,8.0,as6,Z,18.2,11.6,15.2,19.0,360.0,italy,europe,A,1
maserati,levante gts,suv - standard,3.8,8.0,as8,Z,17.3,12.9,15.3,18.0,360.0,italy,europe,A,1
maserati,levante trofeo,suv - standard,3.8,8.0,as8,Z,17.9,12.9,15.3,18.0,360.0,italy,europe,A,1
maserati,levante gts,suv - standard,3.8,8.0,as8,Z,17.9,12.9,15.3,18.0,360.0,italy,europe,A,1
mazda,mazda3 4-door,compact,2.0,4.0,as6,X,7.9,5.7,6.9,41.0,159.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.0,4.0,as6,X,8.0,5.9,7.0,40.0,161.0,japan,asia,A,1
mazda,mazda3 4-door (sil),compact,2.0,4.0,m6,X,8.0,5.8,7.0,40.0,161.0,japan,asia,M,0
mazda,mazda3 4-door,compact,2.0,4.0,m6,X,8.0,5.8,7.0,40.0,161.0,japan,asia,M,0
mazda,mazda3 4-door,compact,2.0,4.0,as6,X,7.9,5.7,6.9,41.0,162.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.0,4.0,as6,X,8.0,5.9,7.1,40.0,163.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.0,4.0,m6,X,8.2,5.9,7.1,40.0,163.0,japan,asia,M,0
mazda,mazda3 4-door (sil),compact,2.0,4.0,m6,X,8.0,5.8,7.0,40.0,165.0,japan,asia,M,0
mazda,mazda3 5-door,mid-size,2.0,4.0,as6,X,8.0,5.9,7.0,40.0,165.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.0,4.0,m6,X,8.2,5.9,7.2,39.0,166.0,japan,asia,M,0
mazda,mazda3 5-door (i-eloop),mid-size,2.5,4.0,as6,X,8.2,6.0,7.2,39.0,166.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.0,4.0,m6,X,8.2,5.9,7.2,39.0,166.0,japan,asia,M,0
mazda,mazda3 4-door (i-eloop),compact,2.5,4.0,as6,X,8.2,5.9,7.2,39.0,166.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.0,4.0,m6,X,8.2,5.9,7.1,40.0,167.0,japan,asia,M,0
mazda,mazda6 (i-eloop),mid-size,2.5,4.0,as6,X,8.4,5.9,7.3,39.0,168.0,japan,asia,A,1
mazda,mazda3 4-door (i-eloop),compact,2.5,4.0,as6,X,8.3,6.1,7.3,39.0,168.0,japan,asia,A,1
mazda,mazda3 5-door (i-eloop),mid-size,2.5,4.0,as6,X,8.2,6.1,7.3,39.0,168.0,japan,asia,A,1
mazda,mazda3 4-door (i-eloop),compact,2.5,4.0,as6,X,8.2,5.9,7.2,39.0,169.0,japan,asia,A,1
mazda,mazda3 4-door,compact,2.5,4.0,as6,X,8.4,6.1,7.4,38.0,170.0,japan,asia,A,1
mazda,mazda3 5-door (i-eloop),mid-size,2.5,4.0,as6,X,8.2,6.0,7.2,39.0,170.0,japan,asia,A,1
mazda,mazda2,compact,1.5,4.0,m5,X,8.0,6.7,7.4,38.0,170.0,japan,asia,M,0
mazda,mazda6 (i-eloop),mid-size,2.5,4.0,as6,X,8.5,5.9,7.3,39.0,171.0,japan,asia,A,1
mazda,mazda3 4-door,compact,2.5,4.0,as6,X,8.4,6.1,7.4,38.0,173.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.0,4.0,as6,X,8.4,6.4,7.5,38.0,174.0,japan,asia,A,1
mazda,mazda6,mid-size,2.5,4.0,as6,X,8.8,6.2,7.6,37.0,175.0,japan,asia,A,1
mazda,mazda6,mid-size,2.5,4.0,as6,X,8.8,6.1,7.6,37.0,175.0,japan,asia,A,1
mazda,mazda3 4-door,compact,2.0,4.0,m6,X,8.5,6.2,7.5,38.0,175.0,japan,asia,M,0
mazda,mazda3 4-door (sil),compact,2.0,4.0,m6,X,8.5,6.2,7.5,38.0,175.0,japan,asia,M,0
mazda,mazda3 4-door,compact,2.0,4.0,as6,X,8.4,6.4,7.5,38.0,176.0,japan,asia,A,1
mazda,mazda3 4-door (i-eloop),compact,2.5,4.0,as6,X,8.5,6.4,7.6,37.0,176.0,japan,asia,A,1
mazda,mazda2,compact,1.5,4.0,a4,X,8.4,6.9,7.7,37.0,177.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.5,4.0,as6,X,8.7,6.5,7.7,37.0,177.0,japan,asia,A,1
mazda,mazda3 4-door,compact,2.0,4.0,as6,X,8.4,6.6,7.6,37.0,178.0,japan,asia,A,1
mazda,mazda6,mid-size,2.5,4.0,as6,X,8.8,6.1,7.6,37.0,178.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.0,4.0,m6,X,8.6,6.4,7.6,37.0,178.0,japan,asia,M,0
mazda,cx-3,compact,2.0,4.0,as6,X,8.2,6.9,7.6,37.0,179.0,japan,asia,A,1
mazda,cx-3,compact,2.0,4.0,as6,X,8.3,6.9,7.7,37.0,179.0,japan,asia,A,1
mazda,cx-3,compact,2.0,4.0,as6,X,8.2,6.7,7.6,37.0,179.0,japan,asia,A,1
mazda,mazda3 4-door (sil),compact,2.0,4.0,m6,X,8.7,6.4,7.7,37.0,180.0,japan,asia,M,0
mazda,cx-3,compact,2.0,4.0,as6,X,8.2,6.9,7.6,37.0,180.0,japan,asia,A,1
mazda,mazda3 4-door,compact,2.5,4.0,as6,X,8.8,6.4,7.7,37.0,181.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.0,4.0,m6,X,8.7,6.6,7.8,36.0,181.0,japan,asia,M,0
mazda,mazda3 5-door (i-eloop),mid-size,2.5,4.0,as6,X,8.7,6.6,7.8,36.0,181.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.0,4.0,as6,X,8.6,6.7,7.7,37.0,181.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.5,4.0,as6,X,8.7,6.5,7.7,37.0,182.0,japan,asia,A,1
mazda,mazda3 4-door,compact,2.5,4.0,as6,X,8.8,6.6,7.8,36.0,182.0,japan,asia,A,1
mazda,mx-5 (sil),two-seater,2.0,4.0,m6,Z,8.8,6.9,7.8,36.0,183.0,japan,asia,M,0
mazda,mx-5,two-seater,2.0,4.0,as6,Z,8.9,6.5,7.8,36.0,183.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.5,4.0,as6,X,9.0,6.7,7.8,36.0,183.0,japan,asia,A,1
mazda,mazda3 4-door (cylinder deactivation),compact,2.5,4.0,as6,X,8.8,6.6,7.8,36.0,183.0,japan,asia,A,1
mazda,cx-5,suv - small,2.0,4.0,m6,X,9.0,6.8,8.0,35.0,184.0,japan,asia,M,0
mazda,mazda3 4-door (sil),compact,2.5,4.0,m6,X,9.3,6.4,8.0,35.0,184.0,japan,asia,M,0
mazda,mazda6 (i-eloop),mid-size,2.5,4.0,as6,X,8.9,6.7,7.9,36.0,186.0,japan,asia,A,1
mazda,cx-3,compact,2.0,4.0,m6,X,8.8,7.0,8.0,35.0,186.0,japan,asia,M,0
mazda,mazda6,mid-size,2.5,4.0,m6,X,9.4,6.4,8.1,35.0,186.0,japan,asia,M,0
mazda,cx-3 (sil),compact,2.0,4.0,m6,X,8.8,7.0,8.0,35.0,186.0,japan,asia,M,0
mazda,mx-5,two-seater,2.0,4.0,as6,Z,9.0,6.6,7.9,36.0,186.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.5,4.0,m6,X,9.2,6.6,8.1,35.0,186.0,japan,asia,M,0
mazda,mazda3 5-door,mid-size,2.5,4.0,as6,X,9.0,6.8,8.0,35.0,187.0,japan,asia,A,1
mazda,mazda6,mid-size,2.5,4.0,as6,X,9.1,6.7,8.0,35.0,187.0,japan,asia,A,1
mazda,mx-5,two-seater,2.0,4.0,as6,Z,9.0,6.7,8.0,35.0,187.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.5,4.0,as6,X,9.0,6.7,7.8,36.0,187.0,japan,asia,A,1
mazda,mazda6 (sil),mid-size,2.5,4.0,m6,X,9.4,6.4,8.1,35.0,188.0,japan,asia,M,0
mazda,cx-5 (sil),suv - small,2.0,4.0,m6,X,9.0,6.8,8.0,35.0,188.0,japan,asia,M,0
mazda,mazda6,mid-size,2.5,4.0,as6,X,9.0,6.7,8.0,35.0,188.0,japan,asia,A,1
mazda,mx-5,two-seater,2.0,4.0,as6,Z,9.1,6.8,8.0,35.0,188.0,japan,asia,A,1
mazda,cx-5,suv - small,2.0,4.0,as6,X,8.9,7.3,8.2,34.0,189.0,japan,asia,A,1
mazda,mazda3 4-door (sil),compact,2.5,4.0,m6,X,9.3,6.4,8.0,35.0,189.0,japan,asia,M,0
mazda,cx-3 4wd,compact,2.0,4.0,as6,X,8.6,7.4,8.1,35.0,189.0,japan,asia,A,1
mazda,cx-3,compact,2.0,4.0,m6,X,9.0,7.0,8.1,35.0,189.0,japan,asia,M,0
mazda,cx-3 4wd,compact,2.0,4.0,as6,X,8.8,7.3,8.1,35.0,189.0,japan,asia,A,1
mazda,mazda3 5-door,mid-size,2.5,4.0,m6,X,9.2,6.6,8.1,35.0,189.0,japan,asia,M,0
mazda,mazda3 5-door (sil),mid-size,2.5,4.0,m6,X,9.2,6.6,8.1,35.0,189.0,japan,asia,M,0
mazda,mx-5 (sil),two-seater,2.0,4.0,m6,Z,8.9,7.1,8.1,35.0,189.0,japan,asia,M,0
mazda,cx-30,suv - small,2.0,4.0,as6,X,8.9,7.1,8.1,35.0,189.0,japan,asia,A,1
mazda,mx-5 (sil),two-seater,2.0,4.0,m6,Z,9.0,7.0,8.1,35.0,189.0,japan,asia,M,0
mazda,mazda3 5-door (sil),mid-size,2.5,4.0,m6,X,9.2,6.6,8.1,35.0,190.0,japan,asia,M,0
mazda,mx-5 (sil),two-seater,2.0,4.0,m6,Z,8.9,7.1,8.1,35.0,190.0,japan,asia,M,0
mazda,cx-5,suv - small,2.5,4.0,as6,X,8.9,7.1,8.1,35.0,190.0,japan,asia,A,1
mazda,mazda3 4-door 4wd,compact,2.5,4.0,as6,X,9.2,7.0,8.2,34.0,192.0,japan,asia,A,1
mazda,cx-5,suv - small,2.0,4.0,as6,X,9.0,7.3,8.2,34.0,192.0,japan,asia,A,1
mazda,cx-3 4wd,compact,2.0,4.0,as6,X,8.8,7.5,8.2,34.0,192.0,japan,asia,A,1
mazda,mazda3 4-door (sil),compact,2.5,4.0,m6,X,9.3,6.9,8.2,34.0,194.0,japan,asia,M,0
mazda,cx-30,suv - small,2.5,4.0,as6,X,9.3,7.1,8.3,34.0,194.0,japan,asia,A,1
mazda,cx-5 4wd,suv - small,2.0,4.0,as6,X,9.3,7.6,8.5,33.0,196.0,japan,asia,A,1
mazda,mazda6 (sil),mid-size,2.5,4.0,m6,X,9.8,6.9,8.4,34.0,196.0,japan,asia,M,0
mazda,cx-5,suv - small,2.5,4.0,as6,X,9.6,7.4,8.6,33.0,198.0,japan,asia,A,1
mazda,mazda3 5-door (sil),mid-size,2.5,4.0,m6,X,9.6,7.0,8.4,34.0,198.0,japan,asia,M,0
mazda,cx-5,suv - small,2.0,4.0,m6,X,9.4,7.4,8.5,33.0,199.0,japan,asia,M,0
mazda,cx-5 4wd,suv - small,2.0,4.0,as6,X,9.3,7.6,8.5,33.0,199.0,japan,asia,A,1
mazda,cx-30 4wd (cylinder deactivation),suv - small,2.5,4.0,as6,X,9.5,7.4,8.6,33.0,200.0,japan,asia,A,1
mazda,cx-5 (cylinder deactivation),suv - small,2.5,4.0,as6,X,9.3,7.6,8.5,33.0,201.0,japan,asia,A,1
mazda,cx-30 4wd,suv - small,2.0,4.0,as6,X,9.4,7.7,8.6,33.0,202.0,japan,asia,A,1
mazda,mazda3 5-door 4wd,mid-size,2.5,4.0,as6,X,9.8,7.4,8.7,32.0,204.0,japan,asia,A,1
mazda,cx-5,suv - small,2.5,4.0,as6,X,9.8,7.7,8.6,33.0,204.0,japan,asia,A,1
mazda,cx-5 4wd,suv - small,2.5,4.0,as6,X,9.8,7.9,8.9,32.0,205.0,japan,asia,A,1
mazda,cx-5 ,suv - small,2.0,4.0,m6,X,9.7,7.7,8.8,32.0,206.0,japan,asia,M,0
mazda,cx-5,suv - small,2.0,4.0,m6,X,9.7,7.7,8.8,32.0,206.0,japan,asia,M,0
mazda,cx-5,suv - small,2.5,4.0,as6,X,9.7,7.8,8.8,32.0,206.0,japan,asia,A,1
mazda,cx-5 4wd,suv - small,2.5,4.0,as6,X,9.9,7.9,9.0,31.0,207.0,japan,asia,A,1
mazda,mazda6 turbo,mid-size,2.5,4.0,as6,X,10.0,7.5,8.9,32.0,208.0,japan,asia,A,1
mazda,cx-30 4wd,suv - small,2.5,4.0,as6,X,9.9,7.7,8.9,32.0,208.0,japan,asia,A,1
mazda,cx-5 4wd (cylinder deactivation),suv - small,2.5,4.0,as6,X,9.8,7.9,9.0,31.0,208.0,japan,asia,A,1
mazda,cx-5 4wd,suv - small,2.5,4.0,as6,X,9.8,7.9,9.0,31.0,210.0,japan,asia,A,1
mazda,cx-5 4wd,suv - small,2.5,4.0,as6,X,10.2,8.2,9.3,30.0,217.0,japan,asia,A,1
mazda,mx-5,two-seater,2.0,4.0,m5,Z,10.5,8.5,9.6,29.0,221.0,japan,asia,M,0
mazda,cx-5 4wd,suv - small,2.5,4.0,as6,X,10.2,8.3,9.2,31.0,221.0,japan,asia,A,1
mazda,mazda5,minivan,2.5,4.0,as5,X,10.7,8.2,9.6,29.0,221.0,japan,asia,A,1
mazda,mazda5,minivan,2.5,4.0,as5,X,10.8,8.4,9.7,29.0,223.0,japan,asia,A,1
mazda,cx-9,suv - small,2.5,4.0,as6,X,10.6,8.4,9.6,29.0,225.0,japan,asia,A,1
mazda,mazda5,minivan,2.5,4.0,m6,X,11.1,8.3,9.8,29.0,225.0,japan,asia,M,0
mazda,mazda5,minivan,2.5,4.0,as5,X,10.8,8.3,9.7,29.0,226.0,japan,asia,A,1
mazda,mazda5,minivan,2.5,4.0,as5,X,10.8,8.2,9.6,29.0,226.0,japan,asia,A,1
mazda,cx-5 diesel 4wd,suv - small,2.2,4.0,as6,D,8.9,7.9,8.4,34.0,227.0,japan,asia,A,1
mazda,mx-5,two-seater,2.0,4.0,m6,Z,11.1,8.4,9.9,29.0,228.0,japan,asia,M,0
