Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JAGUAR,XJ AWD,FULL-SIZE,3.0,6.0,AS8,premium gasoline,14.6,9.6,12.4,23.0,285.0
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,premium gasoline,15.8,10.2,13.3,21.0,306.0
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,ethanol,20.6,13.6,17.5,16.0,280.0
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6.0,AS8,premium gasoline,14.7,9.6,12.4,23.0,285.0
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,premium gasoline,15.8,10.2,13.3,21.0,306.0
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8.0,AS8,ethanol,20.6,13.6,17.5,16.0,280.0
JAGUAR,XJR,FULL-SIZE,5.0,8.0,AS8,premium gasoline,15.8,10.2,13.3,21.0,306.0
JAGUAR,XJR LWB,FULL-SIZE,5.0,8.0,AS8,premium gasoline,15.8,10.2,13.3,21.0,306.0
JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8.0,AS6,premium gasoline,15.1,10.6,13.1,22.0,301.0
JAGUAR,XK COUPE,MINICOMPACT,5.0,8.0,AS6,premium gasoline,14.8,9.9,12.6,22.0,290.0
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8.0,AS6,premium gasoline,15.9,10.9,13.7,21.0,315.0
JAGUAR,XKR COUPE,MINICOMPACT,5.0,8.0,AS6,premium gasoline,15.6,10.9,13.5,21.0,310.0
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8.0,AS6,premium gasoline,15.9,10.9,13.7,21.0,315.0
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8.0,AS6,premium gasoline,15.6,10.9,13.5,21.0,310.0
JEEP,CHEROKEE,SUV - SMALL,2.4,4.0,A9,regular gasoline,10.9,7.7,9.5,30.0,218.0
JEEP,CHEROKEE,SUV - SMALL,3.2,6.0,A9,regular gasoline,12.3,8.3,10.5,27.0,242.0
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4.0,A9,regular gasoline,11.3,8.3,10.0,28.0,230.0
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6.0,A9,regular gasoline,12.5,8.8,10.8,26.0,248.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4.0,A9,regular gasoline,11.4,8.6,10.1,28.0,232.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6.0,A9,regular gasoline,12.5,9.1,11.0,26.0,253.0
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4.0,A9,regular gasoline,12.1,9.4,10.9,26.0,251.0
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6.0,A9,regular gasoline,13.4,9.5,11.6,24.0,267.0
JEEP,COMPASS,SUV - SMALL,2.0,4.0,AV,regular gasoline,10.7,8.8,9.9,29.0,228.0
JEEP,COMPASS,SUV - SMALL,2.0,4.0,A6,regular gasoline,11.1,8.3,9.8,29.0,225.0
JEEP,COMPASS,SUV - SMALL,2.0,4.0,M5,regular gasoline,10.2,7.8,9.1,31.0,209.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.1,8.3,9.8,29.0,225.0
JEEP,COMPASS,SUV - SMALL,2.4,4.0,M5,regular gasoline,10.3,8.3,9.4,30.0,216.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.4,8.7,10.2,28.0,235.0
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,M5,regular gasoline,10.3,8.4,9.4,30.0,216.0
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4.0,AV,regular gasoline,11.7,10.3,11.1,25.0,255.0
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8.0,A8,regular gasoline,17.3,11.7,14.8,19.0,340.0
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6.0,A8,diesel,11.2,8.4,9.9,29.0,267.0
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6.0,A8,regular gasoline,13.9,9.8,12.1,23.0,278.0
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6.0,A8,ethanol,17.7,13.0,15.6,18.0,250.0
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8.0,A8,premium gasoline,18.5,12.6,15.8,18.0,363.0
JEEP,PATRIOT,SUV - SMALL,2.0,4.0,AV,regular gasoline,10.7,8.8,9.9,29.0,228.0
JEEP,PATRIOT,SUV - SMALL,2.0,4.0,A6,regular gasoline,11.1,8.3,9.8,29.0,225.0
JEEP,PATRIOT,SUV - SMALL,2.0,4.0,M5,regular gasoline,10.2,7.8,9.1,31.0,209.0
JEEP,PATRIOT,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.1,8.3,9.8,29.0,225.0
JEEP,PATRIOT,SUV - SMALL,2.4,4.0,M5,regular gasoline,10.3,8.3,9.4,30.0,216.0
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.4,8.7,10.2,28.0,235.0
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,M5,regular gasoline,10.3,8.4,9.4,30.0,216.0
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4.0,AV,regular gasoline,11.7,10.3,11.1,25.0,255.0
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6.0,A5,regular gasoline,14.1,11.1,12.8,22.0,294.0
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6.0,M6,regular gasoline,14.2,11.0,12.8,22.0,294.0
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6.0,A5,regular gasoline,14.8,11.7,13.4,21.0,308.0
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6.0,M6,regular gasoline,15.0,11.4,13.4,21.0,308.0
KIA,CADENZA,FULL-SIZE,3.3,6.0,A6,regular gasoline,12.7,8.8,10.9,26.0,251.0
KIA,FORTE,MID-SIZE,1.8,4.0,A6,regular gasoline,9.6,6.6,8.3,34.0,191.0
KIA,FORTE,MID-SIZE,1.8,4.0,M6,regular gasoline,9.3,6.4,8.0,35.0,184.0
KIA,FORTE,MID-SIZE,2.0,4.0,A6,regular gasoline,9.8,6.6,8.4,34.0,193.0
KIA,FORTE,MID-SIZE,2.0,4.0,M6,regular gasoline,9.7,6.8,8.4,34.0,193.0
KIA,FORTE 5,FULL-SIZE,1.6,4.0,A6,regular gasoline,11.1,8.0,9.7,29.0,223.0
KIA,FORTE 5,FULL-SIZE,1.6,4.0,M6,regular gasoline,11.1,8.2,9.8,29.0,225.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,A6,regular gasoline,9.7,6.8,8.4,34.0,193.0
KIA,FORTE 5,FULL-SIZE,2.0,4.0,M6,regular gasoline,9.8,7.0,8.5,33.0,196.0
KIA,FORTE KOUP,COMPACT,1.6,4.0,A6,regular gasoline,10.6,7.9,9.4,30.0,216.0
KIA,FORTE KOUP,COMPACT,1.6,4.0,M6,regular gasoline,10.8,8.1,9.6,29.0,221.0
KIA,FORTE KOUP,COMPACT,2.0,4.0,A6,regular gasoline,9.6,7.0,8.4,34.0,193.0
KIA,FORTE KOUP,COMPACT,2.0,4.0,M6,regular gasoline,9.8,7.2,8.6,33.0,198.0
KIA,OPTIMA,MID-SIZE,2.0,4.0,A6,regular gasoline,11.7,7.6,9.9,29.0,228.0
KIA,OPTIMA,MID-SIZE,2.4,4.0,A6,regular gasoline,10.2,6.8,8.7,32.0,200.0
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4.0,AS6,regular gasoline,6.5,5.9,6.2,46.0,143.0
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4.0,AS6,regular gasoline,6.7,6.0,6.4,44.0,147.0
KIA,RIO,COMPACT,1.6,4.0,A6,regular gasoline,8.7,6.3,7.6,37.0,175.0
KIA,RIO,COMPACT,1.6,4.0,M6,regular gasoline,8.7,6.4,7.7,37.0,177.0
KIA,RIO ECO,COMPACT,1.6,4.0,A6,regular gasoline,8.5,6.4,7.6,37.0,175.0
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4.0,A6,regular gasoline,10.5,7.5,9.2,31.0,212.0
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4.0,M6,regular gasoline,10.8,7.4,9.3,30.0,214.0
KIA,SEDONA,MINIVAN,3.5,6.0,A6,regular gasoline,13.7,9.9,12.0,24.0,276.0
KIA,SORENTO,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.8,8.5,10.3,27.0,237.0
KIA,SORENTO,SUV - SMALL,3.3,6.0,A6,regular gasoline,12.9,9.5,11.4,25.0,262.0
KIA,SORENTO 4WD,SUV - SMALL,2.4,4.0,A6,regular gasoline,12.3,9.3,11.0,26.0,253.0
KIA,SORENTO 4WD,SUV - SMALL,3.3,6.0,A6,regular gasoline,13.4,9.9,11.8,24.0,271.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,A6,regular gasoline,9.8,7.9,8.9,32.0,205.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,M6,regular gasoline,9.9,7.8,9.0,31.0,207.0
KIA,SOUL,STATION WAGON - SMALL,2.0,4.0,A6,regular gasoline,10.1,7.8,9.1,31.0,209.0
KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4.0,A6,regular gasoline,9.7,7.8,8.8,32.0,202.0
KIA,SPORTAGE,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.4,8.3,10.0,28.0,230.0
KIA,SPORTAGE,SUV - SMALL,2.4,4.0,M6,regular gasoline,12.9,9.3,11.3,25.0,260.0
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4.0,A6,regular gasoline,12.7,9.7,11.4,25.0,262.0
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,A6,regular gasoline,12.0,9.1,10.7,26.0,246.0
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12.0,A7,premium gasoline,22.8,12.9,18.3,15.0,421.0
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10.0,A6,premium gasoline,18.0,12.8,15.7,18.0,361.0
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10.0,M6,premium gasoline,20.6,13.5,17.4,16.0,400.0
LAND ROVER,LR2,SUV - SMALL,2.0,4.0,AS6,premium gasoline,13.5,9.9,11.9,24.0,274.0
LAND ROVER,LR4,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,16.3,12.4,14.5,19.0,334.0
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4.0,AS9,premium gasoline,11.3,7.9,9.8,29.0,225.0
LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4.0,AS9,premium gasoline,11.3,7.9,9.8,29.0,225.0
LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5.0,8.0,AS8,premium gasoline,18.0,12.2,15.4,18.0,354.0
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,premium gasoline,17.2,12.5,15.1,19.0,347.0
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,ethanol,25.0,16.9,21.4,13.0,342.0
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,14.2,10.2,12.4,23.0,285.0
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,14.2,10.2,12.4,23.0,285.0
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,ethanol,19.4,14.9,17.4,16.0,278.0
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5.0,8.0,AS8,premium gasoline,17.3,12.2,15.0,19.0,345.0
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,premium gasoline,16.6,12.3,14.7,19.0,338.0
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,ethanol,24.0,16.6,20.7,14.0,331.0
LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,14.1,10.1,12.3,23.0,283.0
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,14.1,10.1,12.3,23.0,283.0
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,ethanol,19.4,14.8,17.3,16.0,277.0
LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5.0,8.0,AS8,premium gasoline,18.0,12.2,15.4,18.0,354.0
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,premium gasoline,17.2,12.5,15.1,19.0,347.0
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,ethanol,25.0,16.9,21.4,13.0,342.0
LEXUS,CT 200h,COMPACT,1.8,4.0,AV,regular gasoline,5.5,5.8,5.6,50.0,129.0
LEXUS,ES 300h,MID-SIZE,2.5,4.0,AV6,regular gasoline,5.8,6.2,6.0,47.0,138.0
LEXUS,ES 350,MID-SIZE,3.5,6.0,AS6,regular gasoline,11.3,7.6,9.6,29.0,221.0
LEXUS,GS 350,MID-SIZE,3.5,6.0,AS8,premium gasoline,12.1,8.3,10.4,27.0,239.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6.0,AS6,premium gasoline,12.5,9.1,11.0,26.0,253.0
LEXUS,GS 450h,MID-SIZE,3.5,6.0,AV8,premium gasoline,7.7,7.4,7.6,37.0,175.0
LEXUS,GX 460,SUV - STANDARD,4.6,8.0,AS6,premium gasoline,15.7,11.8,13.9,20.0,320.0
LEXUS,IS 250,COMPACT,2.5,6.0,AS6,premium gasoline,11.2,7.8,9.7,29.0,223.0
LEXUS,IS 250 AWD,COMPACT,2.5,6.0,AS6,premium gasoline,11.8,8.7,10.4,27.0,239.0
LEXUS,IS 250 C,SUBCOMPACT,2.5,6.0,AS6,premium gasoline,11.2,7.8,9.7,29.0,223.0
LEXUS,IS 350,COMPACT,3.5,6.0,AS8,premium gasoline,12.2,8.7,10.6,27.0,244.0
LEXUS,IS 350 AWD,COMPACT,3.5,6.0,AS6,premium gasoline,12.5,9.1,11.0,26.0,253.0
LEXUS,IS 350 C,SUBCOMPACT,3.5,6.0,AS6,premium gasoline,12.1,8.7,10.6,27.0,244.0
LEXUS,IS F,SUBCOMPACT,5.0,8.0,AS8,premium gasoline,14.6,10.1,12.6,22.0,290.0
LEXUS,LS 460,MID-SIZE,4.6,8.0,AS8,premium gasoline,14.5,9.6,12.3,23.0,283.0
LEXUS,LS 460 AWD,MID-SIZE,4.6,8.0,AS8,premium gasoline,15.1,10.3,12.9,22.0,297.0
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8.0,AS8,premium gasoline,15.1,10.3,12.9,22.0,297.0
LEXUS,LS 600h L,MID-SIZE,5.0,8.0,AV8,premium gasoline,12.0,10.7,11.4,25.0,262.0
LEXUS,LX 570,SUV - STANDARD,5.7,8.0,AS6,premium gasoline,18.8,13.6,16.5,17.0,380.0
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6.0,AS6,regular gasoline,13.3,9.8,11.7,24.0,269.0
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6.0,AS8,regular gasoline,12.7,9.1,11.1,25.0,255.0
LEXUS,RX 450h AWD,SUV - SMALL,3.5,6.0,AV6,premium gasoline,7.9,8.6,8.2,34.0,189.0
LINCOLN,MKS AWD,FULL-SIZE,3.5,6.0,AS6,regular gasoline,13.7,9.4,11.8,24.0,271.0
LINCOLN,MKS AWD,FULL-SIZE,3.7,6.0,AS6,regular gasoline,13.1,9.0,11.3,25.0,260.0
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,14.8,10.4,12.8,22.0,294.0
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS6,regular gasoline,11.5,8.5,10.2,28.0,235.0
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6.0,A6,regular gasoline,14.0,9.9,12.2,23.0,281.0
LINCOLN,MKX AWD,SUV - SMALL,3.7,6.0,AS6,regular gasoline,13.7,10.4,12.2,23.0,281.0
LINCOLN,MKZ,MID-SIZE,2.0,4.0,AS6,regular gasoline,10.5,7.1,9.0,31.0,207.0
LINCOLN,MKZ AWD,MID-SIZE,3.7,6.0,AS6,regular gasoline,13.1,9.3,11.4,25.0,262.0
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4.0,AV,regular gasoline,6.2,6.4,6.3,45.0,145.0
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,regular gasoline,18.2,13.3,16.0,18.0,368.0
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,ethanol,24.5,18.0,21.6,13.0,346.0
MASERATI,GHIBLI,MID-SIZE,3.0,6.0,AS8,premium gasoline,15.2,9.6,12.7,22.0,292.0
MASERATI,GHIBLI AWD,MID-SIZE,3.0,6.0,AS8,premium gasoline,15.2,9.6,12.7,22.0,292.0
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8.0,AS6,premium gasoline,18.2,11.4,15.1,19.0,347.0
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8.0,AS6,premium gasoline,18.2,11.7,15.3,18.0,352.0
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,premium gasoline,17.6,10.7,14.5,19.0,334.0
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,premium gasoline,15.9,9.7,13.1,22.0,301.0
MAZDA,CX-5,SUV - SMALL,2.0,4.0,AS6,regular gasoline,8.9,7.3,8.2,34.0,189.0
MAZDA,CX-5,SUV - SMALL,2.0,4.0,M6,regular gasoline,9.0,6.8,8.0,35.0,184.0
MAZDA,CX-5,SUV - SMALL,2.5,4.0,AS6,regular gasoline,9.6,7.4,8.6,33.0,198.0
MAZDA,CX-5 4WD,SUV - SMALL,2.0,4.0,AS6,regular gasoline,9.3,7.6,8.5,33.0,196.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,regular gasoline,9.8,7.9,8.9,32.0,205.0
MAZDA,CX-9,SUV - SMALL,3.7,6.0,AS6,regular gasoline,14.2,10.0,12.3,23.0,283.0
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6.0,AS6,regular gasoline,14.3,10.6,12.6,22.0,290.0
MAZDA,MAZDA2,COMPACT,1.5,4.0,A4,regular gasoline,8.4,6.9,7.7,37.0,177.0
MAZDA,MAZDA2,COMPACT,1.5,4.0,M5,regular gasoline,8.0,6.7,7.4,38.0,170.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,regular gasoline,7.9,5.7,6.9,41.0,159.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,M6,regular gasoline,8.0,5.8,7.0,40.0,161.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,regular gasoline,8.4,6.1,7.4,38.0,170.0
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4.0,AS6,regular gasoline,8.3,6.1,7.3,39.0,168.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4.0,M6,regular gasoline,8.0,5.8,7.0,40.0,161.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,regular gasoline,8.0,5.9,7.1,40.0,163.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,M6,regular gasoline,8.2,5.9,7.2,39.0,166.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,regular gasoline,8.7,6.5,7.7,37.0,177.0
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4.0,AS6,regular gasoline,8.2,6.1,7.3,39.0,168.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,regular gasoline,8.2,5.9,7.2,39.0,166.0
MAZDA,MAZDA5,MINIVAN,2.5,4.0,AS5,regular gasoline,10.8,8.4,9.7,29.0,223.0
MAZDA,MAZDA5,MINIVAN,2.5,4.0,M6,regular gasoline,11.1,8.3,9.8,29.0,225.0
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,regular gasoline,8.8,6.2,7.6,37.0,175.0
MAZDA,MAZDA6,MID-SIZE,2.5,4.0,M6,regular gasoline,9.4,6.4,8.1,35.0,186.0
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4.0,AS6,regular gasoline,8.4,5.9,7.3,39.0,168.0
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,premium gasoline,11.5,8.5,10.2,28.0,235.0
MAZDA,MX-5,TWO-SEATER,2.0,4.0,M5,premium gasoline,10.5,8.5,9.6,29.0,221.0
MAZDA,MX-5,TWO-SEATER,2.0,4.0,M6,premium gasoline,11.1,8.4,9.9,29.0,228.0
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4.0,AS7,premium gasoline,9.2,6.6,8.0,35.0,184.0
MERCEDES-BENZ,C 250,COMPACT,1.8,4.0,AS7,premium gasoline,10.9,7.5,9.4,30.0,216.0
MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4.0,AS7,premium gasoline,11.0,7.4,9.4,30.0,216.0
MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6.0,AS7,premium gasoline,12.2,8.5,10.5,27.0,242.0
MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6.0,AS7,ethanol,16.4,11.1,14.0,20.0,224.0
MERCEDES-BENZ,C 350,COMPACT,3.5,6.0,AS7,premium gasoline,12.0,8.6,10.5,27.0,242.0
MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6.0,AS7,premium gasoline,11.9,8.6,10.4,27.0,239.0
MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6.0,AS7,premium gasoline,12.1,8.7,10.6,27.0,244.0
MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6.0,AS7,premium gasoline,12.1,8.6,10.5,27.0,242.0
MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8.0,AS7,premium gasoline,17.7,11.9,15.1,19.0,347.0
MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8.0,AS7,premium gasoline,17.9,12.2,15.3,18.0,352.0
MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8.0,AS7,premium gasoline,15.4,10.4,13.2,21.0,304.0
MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8.0,AS7,premium gasoline,15.4,11.0,13.4,21.0,308.0
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4.0,AS7,premium gasoline,9.1,6.2,7.8,36.0,179.0
MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2.0,4.0,AS7,premium gasoline,10.3,7.8,9.2,31.0,212.0
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8.0,AS7,premium gasoline,13.3,9.4,11.5,25.0,264.0
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8.0,AS7,premium gasoline,15.1,10.7,13.1,22.0,301.0
MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8.0,AS7,premium gasoline,15.1,10.7,13.1,22.0,301.0
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4.0,AS7,diesel,8.5,5.7,7.2,39.0,194.0
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6.0,AS7,premium gasoline,11.8,8.2,10.2,28.0,235.0
MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6.0,AS7,premium gasoline,11.6,8.1,10.0,28.0,230.0
MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6.0,AS7,premium gasoline,11.9,8.5,10.4,27.0,239.0
MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6.0,AS7,premium gasoline,12.1,8.6,10.5,27.0,242.0
MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6.0,AS7,premium gasoline,12.0,8.5,10.4,27.0,239.0
MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6.0,AS7,premium gasoline,11.9,8.2,10.2,28.0,235.0
MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6.0,AS7,premium gasoline,9.6,7.9,8.8,32.0,202.0
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8.0,AS7,premium gasoline,13.6,9.1,11.6,24.0,267.0
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8.0,AS7,premium gasoline,13.7,9.3,11.7,24.0,269.0
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8.0,AS7,premium gasoline,13.4,8.9,11.4,25.0,262.0
MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8.0,AS7,premium gasoline,15.0,10.3,12.9,22.0,297.0
MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,premium gasoline,15.5,11.0,13.5,21.0,310.0
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8.0,AS7,premium gasoline,15.0,10.3,12.9,22.0,297.0
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8.0,AS7,premium gasoline,15.5,11.0,13.5,21.0,310.0
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8.0,AS7,premium gasoline,20.0,15.9,18.2,16.0,419.0
MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8.0,AS7,premium gasoline,19.4,15.7,17.7,16.0,407.0
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,diesel,13.4,10.2,12.0,24.0,324.0
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8.0,AS7,premium gasoline,17.1,12.8,15.2,19.0,350.0
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8.0,AS7,premium gasoline,17.6,13.1,15.6,18.0,359.0
MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8.0,AS7,premium gasoline,17.7,13.4,15.8,18.0,363.0
MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4.0,AS7,diesel,9.6,7.1,8.5,33.0,230.0
MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6.0,AS7,premium gasoline,12.6,9.6,11.3,25.0,260.0
