Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,ethanol,30.0,20.4,25.7,11.0,411.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8.0,A6,regular gasoline,21.3,14.3,18.2,16.0,419.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,regular gasoline,22.1,15.0,18.9,15.0,435.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,ethanol,30.2,20.5,25.8,11.0,413.0
CHEVROLET,IMPALA,FULL-SIZE,2.5,4.0,AS6,regular gasoline,11.3,7.5,9.6,29.0,221.0
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,regular gasoline,12.6,8.2,10.6,27.0,244.0
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,ethanol,16.7,11.3,14.3,20.0,229.0
CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4.0,AS6,regular gasoline,10.0,7.0,8.7,32.0,200.0
CHEVROLET,MALIBU,MID-SIZE,2.0,4.0,AS6,premium gasoline,11.5,7.9,9.9,29.0,228.0
CHEVROLET,MALIBU,MID-SIZE,2.5,4.0,AS6,regular gasoline,9.3,6.4,8.0,35.0,184.0
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4.0,AS6,regular gasoline,12.2,8.6,10.6,27.0,244.0
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4.0,M6,regular gasoline,11.8,8.3,10.2,28.0,235.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,regular gasoline,13.4,9.9,11.8,24.0,271.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,ethanol,18.9,14.2,16.8,17.0,269.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,regular gasoline,14.6,10.3,12.7,22.0,292.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,ethanol,19.5,13.7,16.9,17.0,270.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8.0,A6,premium gasoline,16.3,11.4,14.1,20.0,324.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6.0,A6,regular gasoline,14.2,10.6,12.6,22.0,290.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6.0,A6,ethanol,20.0,15.1,17.8,16.0,285.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,regular gasoline,14.9,10.6,13.0,22.0,299.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A6,ethanol,19.9,14.2,17.3,16.0,277.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A6,premium gasoline,16.4,11.7,14.3,20.0,329.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,AS6,regular gasoline,9.1,6.7,8.0,35.0,184.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,M6,regular gasoline,8.5,6.2,7.5,38.0,173.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,AS6,regular gasoline,9.6,6.6,8.3,34.0,191.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,M5,regular gasoline,8.9,6.7,7.9,36.0,182.0
CHEVROLET,SONIC RS,COMPACT,1.4,4.0,AS6,regular gasoline,9.4,7.0,8.3,34.0,191.0
CHEVROLET,SONIC RS,COMPACT,1.4,4.0,M6,regular gasoline,8.8,7.0,8.0,35.0,184.0
CHEVROLET,SONIC 5,MID-SIZE,1.4,4.0,AS6,regular gasoline,9.1,6.7,8.0,35.0,184.0
CHEVROLET,SONIC 5,MID-SIZE,1.4,4.0,M6,regular gasoline,8.5,6.2,7.5,38.0,172.0
CHEVROLET,SONIC 5,MID-SIZE,1.8,4.0,AS6,regular gasoline,9.6,6.6,8.3,34.0,191.0
CHEVROLET,SONIC 5,MID-SIZE,1.8,4.0,M5,regular gasoline,8.9,6.7,7.9,36.0,182.0
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4.0,AS6,regular gasoline,9.4,7.0,8.3,34.0,191.0
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4.0,M6,regular gasoline,8.8,7.0,8.0,35.0,184.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,AV,regular gasoline,7.7,6.0,6.9,41.0,159.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,M5,regular gasoline,7.6,6.0,6.9,41.0,159.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,regular gasoline,16.0,11.1,13.8,20.0,317.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,ethanol,21.5,14.6,18.4,15.0,294.0
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8.0,A6,regular gasoline,16.0,11.1,13.8,20.0,317.0
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8.0,A6,ethanol,21.5,14.6,18.4,15.0,294.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,regular gasoline,16.0,11.1,13.8,20.0,317.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,ethanol,21.5,14.6,18.4,15.0,294.0
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8.0,A6,regular gasoline,16.0,11.1,13.8,20.0,317.0
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8.0,A6,ethanol,21.5,14.6,18.4,15.0,294.0
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6.0,A6,regular gasoline,14.3,9.9,12.3,23.0,283.0
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6.0,A6,regular gasoline,14.6,10.2,12.6,22.0,290.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,AS6,regular gasoline,9.4,7.1,8.4,34.0,193.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,M6,regular gasoline,9.1,6.8,8.1,35.0,186.0
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4.0,AS6,regular gasoline,10.0,7.8,9.0,31.0,207.0
CHRYSLER,300,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.4,7.7,10.3,27.0,237.0
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4.0,A4,regular gasoline,11.7,8.2,10.1,28.0,232.0
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4.0,A6,regular gasoline,12.9,8.1,10.7,26.0,246.0
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6.0,A6,regular gasoline,12.5,8.1,10.5,27.0,242.0
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6.0,A6,ethanol,17.0,11.2,14.4,20.0,230.0
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4.0,A4,regular gasoline,11.2,8.0,9.8,29.0,225.0
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4.0,A6,regular gasoline,12.0,7.6,10.0,28.0,230.0
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6.0,A6,regular gasoline,12.5,8.1,10.5,27.0,242.0
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6.0,A6,ethanol,17.0,11.2,14.4,20.0,230.0
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8.0,A5,regular gasoline,15.8,9.2,12.8,22.0,294.0
CHRYSLER,300 AWD,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.6,10.9,26.0,251.0
CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8.0,A5,regular gasoline,16.1,10.0,13.4,21.0,308.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.6,10.9,26.0,251.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,ethanol,17.3,11.7,14.8,19.0,237.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.4,7.7,10.3,27.0,237.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,ethanol,16.8,10.3,13.9,20.0,222.0
CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8.0,A5,premium gasoline,16.7,10.3,13.8,20.0,317.0
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6.0,A6,regular gasoline,14.1,9.5,12.0,24.0,276.0
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6.0,A6,ethanol,19.7,13.3,16.8,17.0,269.0
DODGE,AVENGER,MID-SIZE,2.4,4.0,A4,regular gasoline,11.2,8.0,9.8,29.0,225.0
DODGE,AVENGER,MID-SIZE,2.4,4.0,A6,regular gasoline,12.0,7.6,10.0,28.0,230.0
DODGE,AVENGER FFV,MID-SIZE,3.6,6.0,A6,regular gasoline,12.5,8.1,10.5,27.0,242.0
DODGE,AVENGER FFV,MID-SIZE,3.6,6.0,A6,ethanol,17.0,11.2,14.4,20.0,230.0
DODGE,CHALLENGER,MID-SIZE,3.6,6.0,A5,regular gasoline,13.2,8.7,11.2,25.0,258.0
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,regular gasoline,15.6,10.0,13.1,22.0,301.0
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8.0,A5,regular gasoline,15.8,9.2,12.8,22.0,294.0
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8.0,M6,premium gasoline,16.8,10.4,13.9,20.0,320.0
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8.0,A5,premium gasoline,16.7,10.3,13.8,20.0,317.0
DODGE,CHARGER,FULL-SIZE,3.6,6.0,A5,regular gasoline,13.2,8.7,11.2,25.0,258.0
DODGE,CHARGER,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.4,7.7,10.3,27.0,237.0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,regular gasoline,15.8,9.2,12.8,22.0,294.0
DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.6,10.9,26.0,251.0
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8.0,A5,regular gasoline,16.1,10.0,13.4,21.0,308.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.6,10.9,26.0,251.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,ethanol,17.3,11.7,14.8,19.0,237.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,regular gasoline,13.2,8.7,11.2,25.0,258.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,ethanol,18.3,12.6,15.7,18.0,251.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.3,7.6,10.2,28.0,235.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A8,ethanol,16.8,10.3,13.9,20.0,222.0
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8.0,A5,premium gasoline,16.7,10.3,13.8,20.0,317.0
DODGE,DART,MID-SIZE,2.0,4.0,M6,regular gasoline,9.4,6.5,8.1,35.0,186.0
DODGE,DART,MID-SIZE,2.4,4.0,A6,regular gasoline,10.1,6.8,8.6,33.0,198.0
DODGE,DART,MID-SIZE,2.4,4.0,M6,regular gasoline,10.5,6.7,8.8,32.0,202.0
DODGE,DART FFV,MID-SIZE,2.0,4.0,A6,regular gasoline,9.9,7.0,8.6,33.0,198.0
DODGE,DART FFV,MID-SIZE,2.0,4.0,A6,ethanol,14.2,9.8,12.2,23.0,195.0
DODGE,DART GT,MID-SIZE,2.4,4.0,A6,regular gasoline,10.6,7.5,9.2,31.0,212.0
DODGE,DART GT,MID-SIZE,2.4,4.0,M6,regular gasoline,10.2,7.0,8.8,32.0,202.0
DODGE,DART TURBO AERO,MID-SIZE,1.4,4.0,AM6,regular gasoline,8.4,5.9,7.3,39.0,168.0
DODGE,DART TURBO AERO,MID-SIZE,1.4,4.0,M6,regular gasoline,8.5,5.8,7.3,39.0,168.0
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8.0,A8,regular gasoline,17.3,10.8,14.4,20.0,331.0
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6.0,A8,regular gasoline,13.9,9.8,12.1,23.0,278.0
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6.0,A8,ethanol,17.7,13.0,15.6,18.0,250.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,regular gasoline,13.7,9.4,11.8,24.0,271.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,ethanol,19.2,13.1,16.5,17.0,264.0
DODGE,JOURNEY,SUV - SMALL,2.4,4.0,A4,regular gasoline,12.7,9.1,11.1,25.0,255.0
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6.0,A6,regular gasoline,14.5,9.9,12.4,23.0,285.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,regular gasoline,14.2,9.4,12.0,24.0,276.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,ethanol,18.9,12.9,16.2,17.0,259.0
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.5,6.9,7.8,36.0,179.0
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.5,6.9,7.8,36.0,179.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,A6,regular gasoline,8.7,6.9,7.9,36.0,182.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,M5,regular gasoline,7.9,6.3,7.2,39.0,166.0
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.5,6.9,7.8,36.0,179.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,A6,regular gasoline,8.7,6.9,7.9,36.0,182.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,M5,regular gasoline,7.6,5.9,6.8,42.0,156.0
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.5,6.9,7.8,36.0,179.0
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4.0,AM6,regular gasoline,10.0,7.2,8.7,32.0,200.0
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4.0,M6,regular gasoline,9.3,7.2,8.4,34.0,193.0
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4.0,AV,regular gasoline,5.6,6.4,6.0,47.0,138.0
FORD,E150 VAN FFV,VAN - CARGO,4.6,8.0,A4,regular gasoline,17.7,14.4,16.2,17.0,373.0
FORD,E150 VAN FFV,VAN - CARGO,4.6,8.0,A4,ethanol,24.1,19.2,21.9,13.0,350.0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8.0,A4,regular gasoline,19.3,14.7,17.2,16.0,396.0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8.0,A4,ethanol,24.9,19.6,22.5,13.0,360.0
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8.0,A4,regular gasoline,18.6,14.6,16.8,17.0,386.0
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8.0,A4,ethanol,25.5,20.0,23.0,12.0,368.0
FORD,E350 WAGON,VAN - PASSENGER,6.8,10.0,A5,regular gasoline,23.9,17.8,21.2,13.0,488.0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8.0,A4,regular gasoline,20.6,15.5,18.3,15.0,421.0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8.0,A4,ethanol,26.7,20.5,23.9,12.0,382.0
FORD,EDGE,SUV - SMALL,2.0,4.0,A6,regular gasoline,11.3,7.9,9.8,29.0,225.0
FORD,EDGE,SUV - SMALL,3.5,6.0,AS6,regular gasoline,12.6,8.7,10.8,26.0,248.0
FORD,EDGE AWD,SUV - SMALL,3.5,6.0,AS6,regular gasoline,13.3,9.3,11.5,25.0,264.0
FORD,EDGE AWD,SUV - SMALL,3.7,6.0,AS6,regular gasoline,13.7,10.4,12.2,23.0,281.0
FORD,ESCAPE,SUV - SMALL,1.6,4.0,AS6,regular gasoline,10.4,7.4,9.1,31.0,209.0
FORD,ESCAPE,SUV - SMALL,2.0,4.0,AS6,regular gasoline,10.9,8.0,9.6,29.0,221.0
FORD,ESCAPE,SUV - SMALL,2.5,4.0,AS6,regular gasoline,10.9,7.5,9.4,30.0,216.0
FORD,ESCAPE AWD,SUV - SMALL,1.6,4.0,AS6,regular gasoline,10.5,7.9,9.3,30.0,214.0
FORD,ESCAPE AWD,SUV - SMALL,2.0,4.0,AS6,regular gasoline,11.2,8.5,10.0,28.0,230.0
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,regular gasoline,18.2,13.3,16.0,18.0,368.0
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8.0,A6,ethanol,24.5,18.0,21.6,13.0,346.0
FORD,EXPLORER,SUV - STANDARD,2.0,4.0,A6,regular gasoline,11.8,8.3,10.2,28.0,235.0
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,14.8,10.7,13.0,22.0,299.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,13.7,9.7,11.9,24.0,274.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,ethanol,18.3,12.9,15.9,18.0,254.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,14.3,10.3,12.5,23.0,288.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,ethanol,18.9,13.9,16.7,17.0,267.0
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6.0,A6,regular gasoline,14.5,10.6,12.7,22.0,292.0
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,regular gasoline,14.6,10.6,12.8,22.0,294.0
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,regular gasoline,18.3,12.9,15.9,18.0,366.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,regular gasoline,15.9,11.3,13.8,20.0,317.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,regular gasoline,15.4,11.0,13.4,21.0,308.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,regular gasoline,20.1,14.4,17.5,16.0,402.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,A6,regular gasoline,14.0,10.3,12.3,23.0,283.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,A6,ethanol,18.8,13.7,16.5,17.0,264.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,regular gasoline,14.0,10.3,12.3,23.0,283.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,ethanol,18.8,13.7,16.5,17.0,264.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,A6,regular gasoline,16.4,12.3,14.6,19.0,336.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,A6,ethanol,22.1,16.7,19.7,14.0,315.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,regular gasoline,16.4,12.3,14.6,19.0,336.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,22.1,16.7,19.7,14.0,315.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,A6,regular gasoline,15.0,11.4,13.4,21.0,308.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,A6,ethanol,20.2,15.3,18.0,16.0,288.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,regular gasoline,15.0,11.4,13.4,21.0,308.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,ethanol,20.2,15.3,18.0,16.0,288.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,A6,regular gasoline,16.8,12.6,14.9,19.0,343.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,A6,ethanol,22.4,17.0,20.0,14.0,320.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,regular gasoline,16.7,12.5,14.8,19.0,340.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,22.4,16.9,19.9,14.0,318.0
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8.0,AS6,regular gasoline,20.4,15.0,18.0,16.0,414.0
FORD,FIESTA,SUBCOMPACT,1.6,4.0,AS6,regular gasoline,8.5,6.5,7.6,37.0,175.0
FORD,FIESTA,SUBCOMPACT,1.6,4.0,M5,regular gasoline,8.6,6.4,7.6,37.0,175.0
FORD,FIESTA SFE,SUBCOMPACT,1.0,4.0,M5,regular gasoline,7.5,5.5,6.6,43.0,152.0
FORD,FIESTA SFE,SUBCOMPACT,1.6,4.0,AS6,regular gasoline,8.0,5.8,7.0,40.0,161.0
FORD,FIESTA ST,COMPACT,1.6,4.0,M6,regular gasoline,8.9,6.8,8.0,35.0,184.0
FORD,FLEX,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,13.2,9.4,11.5,25.0,264.0
FORD,FLEX AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,13.7,10.2,12.1,23.0,278.0
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6.0,AS6,regular gasoline,14.8,10.4,12.8,22.0,294.0
FORD,FOCUS,COMPACT,2.0,4.0,M6,regular gasoline,10.2,7.4,8.9,32.0,205.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,A6,regular gasoline,8.8,6.4,7.7,37.0,177.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,A6,ethanol,11.7,8.5,10.3,27.0,165.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AS6,regular gasoline,8.9,6.4,7.8,36.0,179.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AS6,ethanol,11.7,8.5,10.3,27.0,165.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,regular gasoline,9.1,6.6,8.0,35.0,184.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,ethanol,11.9,8.9,10.6,27.0,170.0
FORD,FOCUS SFE FFV,COMPACT,2.0,4.0,A6,regular gasoline,8.4,5.8,7.2,39.0,166.0
FORD,FOCUS SFE FFV,COMPACT,2.0,4.0,A6,ethanol,11.6,8.3,10.1,28.0,162.0
FORD,FUSION,MID-SIZE,1.5,4.0,AS6,regular gasoline,10.1,6.6,8.5,33.0,196.0
FORD,FUSION,MID-SIZE,1.6,4.0,M6,regular gasoline,9.4,6.4,8.1,35.0,186.0
FORD,FUSION,MID-SIZE,2.0,4.0,AS6,regular gasoline,10.5,7.1,9.0,31.0,207.0
FORD,FUSION,MID-SIZE,2.5,4.0,AS6,regular gasoline,10.5,7.0,8.9,32.0,205.0
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4.0,AS6,regular gasoline,9.5,6.3,8.1,35.0,186.0
FORD,FUSION AWD,MID-SIZE,2.0,4.0,AS6,regular gasoline,10.9,7.5,9.4,30.0,216.0
FORD,FUSION HYBRID,MID-SIZE,2.0,4.0,AV,regular gasoline,5.3,5.7,5.5,51.0,126.0
FORD,MUSTANG,SUBCOMPACT,3.7,6.0,A6,regular gasoline,12.1,7.8,10.2,28.0,235.0
FORD,MUSTANG,SUBCOMPACT,3.7,6.0,M6,regular gasoline,12.7,8.1,10.6,27.0,244.0
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,A6,regular gasoline,13.3,9.3,11.5,25.0,264.0
FORD,MUSTANG,SUBCOMPACT,5.0,8.0,M6,regular gasoline,15.4,9.4,12.7,22.0,292.0
FORD,MUSTANG,SUBCOMPACT,5.8,8.0,M6,premium gasoline,15.9,9.9,13.2,21.0,304.0
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6.0,A6,regular gasoline,12.5,8.2,10.6,27.0,244.0
FORD,TAURUS,FULL-SIZE,2.0,4.0,AS6,regular gasoline,10.5,7.3,9.1,31.0,209.0
FORD,TAURUS AWD,FULL-SIZE,3.5,6.0,AS6,regular gasoline,13.7,9.4,11.8,24.0,271.0
FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,regular gasoline,12.1,8.1,10.3,27.0,237.0
FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,ethanol,17.0,11.1,14.3,20.0,229.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,regular gasoline,13.0,9.1,11.2,25.0,258.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,ethanol,18.4,12.5,15.7,18.0,251.0
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,regular gasoline,10.8,8.0,9.5,30.0,218.0
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,regular gasoline,11.3,8.2,9.9,29.0,228.0
FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4.0,AS6,regular gasoline,11.5,8.3,10.1,28.0,232.0
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,regular gasoline,11.9,8.5,10.4,27.0,239.0
GMC,ACADIA,SUV - STANDARD,3.6,6.0,A6,regular gasoline,14.3,9.9,12.3,23.0,283.0
GMC,ACADIA AWD,SUV - STANDARD,3.6,6.0,A6,regular gasoline,14.9,10.4,12.9,22.0,297.0
GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6.0,A4,regular gasoline,17.1,12.7,15.1,19.0,347.0
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8.0,A4,regular gasoline,18.0,13.4,15.9,18.0,366.0
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8.0,A4,ethanol,23.5,17.7,20.9,14.0,334.0
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8.0,A4,regular gasoline,18.3,14.2,16.5,17.0,380.0
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8.0,A4,ethanol,23.7,18.8,21.5,13.0,344.0
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8.0,A4,regular gasoline,18.6,13.9,16.5,17.0,380.0
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8.0,A4,ethanol,23.9,18.5,21.5,13.0,344.0
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8.0,A4,regular gasoline,18.3,14.2,16.5,17.0,380.0
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8.0,A4,ethanol,25.3,19.3,22.6,12.0,362.0
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8.0,A4,regular gasoline,18.6,13.9,16.5,17.0,380.0
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8.0,A4,ethanol,23.9,18.5,21.5,13.0,344.0
